initiator_id,resource_id,messages,hops,success,nodes_reached
22,22,49,2,True,28
38,16,49,2,True,22
2,46,49,2,True,32
29,34,49,2,True,32
7,24,49,2,True,33
5,35,20,1,True,2
18,40,49,2,True,25
39,23,30,1,True,3
36,12,49,1,True,18
45,4,49,2,True,25
2,42,49,2,True,33
14,49,40,1,True,5
18,5,47,1,True,9
14,6,0,0,True,1
24,17,31,1,True,3
29,40,49,2,True,39
23,10,49,1,True,19
23,22,49,1,True,15
13,42,49,2,True,33
17,44,49,2,True,43
43,41,49,2,True,23
4,38,49,2,True,50
40,10,49,1,True,19
34,46,32,1,True,3
15,10,49,1,True,17
29,24,49,1,True,14
17,40,49,1,True,10
44,35,49,2,True,42
14,43,49,2,True,47
20,49,49,2,True,45
49,3,49,2,True,32
14,2,20,1,True,2
20,25,48,1,True,8
17,4,0,0,True,1
13,36,49,1,True,20
45,20,49,1,True,11
13,41,49,2,True,34
31,25,49,2,True,33
41,29,49,1,True,15
9,16,49,2,True,46
8,15,49,2,True,29
47,35,20,1,True,2
34,16,49,2,True,49
47,37,49,2,True,45
27,37,46,1,True,7
25,23,32,1,True,3
14,8,49,2,True,49
32,31,49,2,True,23
5,48,49,2,True,25
3,7,49,2,True,41
9,40,49,2,True,36
10,43,49,2,True,34
27,38,49,2,True,43
4,24,49,1,True,18
24,38,49,2,True,47
29,33,49,1,True,16
16,35,49,2,True,48
0,43,49,2,True,44
46,7,49,2,True,40
43,34,49,2,True,23
48,17,20,1,True,2
49,41,49,2,True,23
21,7,46,1,True,6
18,27,49,2,True,29
10,29,49,2,True,26
0,46,49,2,True,35
46,16,49,2,True,48
32,48,49,2,True,27
11,32,49,2,True,29
6,40,48,1,True,7
19,40,49,2,True,43
32,38,49,2,True,45
12,9,36,1,True,4
23,48,49,1,True,10
10,34,49,2,True,41
49,33,49,1,True,17
0,38,49,2,True,48
20,31,49,2,True,43
1,7,49,2,True,39
23,19,49,2,True,23
15,3,49,2,True,31
15,36,49,2,True,38
5,5,49,2,True,23
46,31,49,2,True,35
4,48,49,2,True,26
34,49,32,1,True,3
8,8,49,1,True,19
42,30,49,2,True,35
35,10,49,2,True,29
16,33,49,2,True,28
38,27,49,1,True,19
13,34,49,2,True,34
48,46,49,2,True,40
44,12,49,1,True,12
45,19,49,1,True,10
25,42,46,1,True,7
41,23,49,2,True,22
28,33,48,1,True,15
28,7,49,2,True,32
15,14,49,2,True,37
