initiator_id,resource_id,messages,hops,success,nodes_reached
109,259,499,2,True,141
135,67,498,2,True,135
477,178,497,2,True,140
451,35,499,3,True,433
450,125,499,3,True,311
189,145,499,2,True,207
80,224,496,2,True,131
426,278,499,3,True,409
360,154,499,3,True,469
313,413,499,3,True,307
334,270,499,2,True,234
4,341,499,2,True,245
418,283,448,2,True,55
153,477,499,3,True,487
339,53,499,2,True,190
480,449,425,2,True,47
68,135,499,2,True,257
59,455,499,2,True,238
54,380,499,3,True,494
283,79,499,2,True,214
139,144,496,2,True,112
309,107,499,3,True,366
367,175,499,2,True,271
104,351,498,2,True,138
324,436,496,2,True,124
135,258,499,2,True,213
250,128,499,3,True,455
463,464,499,3,True,412
433,26,471,2,True,65
47,324,499,3,True,377
216,424,498,2,True,171
141,22,457,2,True,59
1,170,404,2,True,40
394,66,499,2,True,221
326,134,499,3,True,286
82,379,499,2,True,240
226,282,498,2,True,142
361,218,499,3,True,458
287,4,499,2,True,267
57,38,497,2,True,127
483,452,497,2,True,108
353,462,282,1,True,21
76,279,499,2,True,240
18,427,499,3,True,373
189,298,499,3,True,420
282,75,499,3,True,305
220,65,499,2,True,215
21,157,498,2,True,144
186,460,499,3,True,387
477,407,489,2,True,104
497,440,499,3,True,453
20,460,499,3,True,457
183,107,499,3,True,318
349,127,499,2,True,181
341,52,499,3,True,437
181,399,499,3,True,349
286,452,499,3,True,322
447,208,499,2,True,203
498,317,499,2,True,250
383,79,499,2,True,224
473,476,499,3,True,471
121,442,490,2,True,103
83,499,283,2,True,22
409,415,497,2,True,120
90,451,499,2,True,248
211,12,499,2,True,190
91,377,499,3,True,438
473,170,475,2,True,77
400,476,498,2,True,147
210,410,499,3,True,390
342,442,499,3,True,356
376,415,499,3,True,365
127,136,499,3,True,477
81,403,499,2,True,159
359,55,499,3,True,500
195,446,499,2,True,275
19,439,392,2,True,39
240,113,444,2,True,54
102,418,499,3,True,389
470,235,499,3,True,469
179,156,499,3,True,483
420,407,499,2,True,198
446,116,499,2,True,266
114,12,499,3,True,288
337,98,499,3,True,419
204,168,240,1,True,18
142,442,498,2,True,118
35,495,499,2,True,266
395,142,458,2,True,63
179,328,499,2,True,153
260,204,499,3,True,339
347,431,499,3,True,383
274,169,499,2,True,281
480,14,499,3,True,334
59,449,497,2,True,133
496,133,499,3,True,343
91,297,499,3,True,355
492,135,499,2,True,200
19,55,499,3,True,353
305,222,492,2,True,90
