initiator_id,resource_id,messages,hops,success,nodes_reached
11743,3450,14999,4,True,13342
13894,12003,14990,3,True,4668
13277,3687,14999,4,True,11306
11475,12054,14486,3,True,2444
861,14179,11568,3,True,1119
12714,2933,11097,3,True,1023
14037,7987,14997,3,True,5581
11917,6419,14830,3,True,3116
4900,13353,14999,4,True,6683
10801,14948,13458,3,True,1676
13902,2608,14999,4,True,6849
353,8977,14999,4,True,10492
6427,5528,14999,4,True,9826
6921,11106,11494,3,True,1106
7756,5706,14967,3,True,4038
12414,6412,14999,4,True,9876
6407,1176,14999,4,True,7743
8648,11907,14999,4,True,7408
4637,4626,14999,4,True,14728
11409,3196,14999,4,True,8354
11486,14028,14999,4,True,14470
8978,6451,14999,4,True,13439
1594,2144,14999,4,True,14090
5298,12325,14999,4,True,11867
12964,9509,14999,4,True,13026
14186,13190,14995,3,True,4996
886,13923,14999,4,True,9943
11625,4981,14999,4,True,8773
7496,10725,14671,3,True,2734
2681,9456,14999,4,True,14681
2253,7239,14999,4,True,13172
11402,7904,14441,3,True,2451
4769,14700,14999,4,True,12349
2372,3436,14994,3,True,5148
3573,13178,14999,4,True,9226
12261,3205,14989,3,True,4734
12047,10669,14999,4,True,10144
149,5934,14999,4,True,7797
11894,14027,14999,4,True,6371
9431,1670,14999,4,True,7681
11113,12869,14999,4,True,9302
14064,2418,14999,4,True,8940
6169,6997,14983,3,True,4721
11132,13789,14874,3,True,3303
2756,922,14643,3,True,2672
1573,5825,14999,4,True,11782
7763,2943,14999,4,True,11727
859,1922,14999,4,True,9299
8444,10651,14983,3,True,4503
5545,9722,14985,3,True,4562
7107,2434,14999,4,True,12326
10272,11838,14999,4,True,9482
6619,4014,14999,4,True,7317
556,1946,4828,2,True,305
3946,6498,14997,3,True,5508
8005,4959,14999,4,True,7634
11271,9767,14830,3,True,3119
2826,10695,7624,3,True,553
12209,6150,14990,3,True,5163
12711,11334,14999,4,True,12621
13030,10989,14999,4,True,9438
10789,1468,14999,4,True,14224
12742,7596,14541,3,True,2508
14170,13405,8317,3,True,623
10654,6260,14999,4,True,8080
4509,10360,14999,4,True,12930
10701,7292,14998,3,True,5633
6018,190,14967,3,True,4148
1966,1910,14995,3,True,5249
1353,1999,14963,3,True,3999
8015,10508,14996,3,True,5512
10957,14884,14564,3,True,2600
8351,3685,14835,3,True,3208
377,9614,14999,4,True,7631
9387,9381,14999,4,True,11799
7856,4484,14978,3,True,4298
11366,12211,14215,3,True,2157
1549,13014,9176,3,True,734
9713,2967,14996,3,True,5590
6290,7932,14999,4,True,14485
10561,11513,14999,4,True,10120
7105,4888,14982,3,True,4614
9362,2051,14999,4,True,7960
1629,5328,14966,3,True,4310
1040,11694,14619,3,True,2641
14891,14126,14980,3,True,4488
13028,8806,13631,3,True,1813
3029,6640,14999,4,True,7445
13318,11480,10376,3,True,900
323,6451,14999,4,True,10261
9110,13393,14999,4,True,9499
8788,12836,14999,4,True,13523
13307,8684,14999,4,True,8789
8004,1047,14999,4,True,6375
8501,13715,14999,4,True,12596
9580,8830,14999,4,True,11792
11694,13415,14999,4,True,6870
12944,10677,14999,4,True,11016
2033,12345,14999,4,True,10298
12336,3399,14999,4,True,9473
