initiator_id,resource_id,messages,hops,success,nodes_reached
345,779,999,4,True,977
900,388,988,3,True,410
284,770,999,4,True,999
974,851,999,4,True,953
431,258,999,4,True,743
854,83,997,3,True,484
481,19,999,4,True,859
767,552,633,3,True,108
53,974,995,3,True,474
358,229,999,4,True,677
665,70,929,3,True,252
799,980,999,4,True,1000
667,41,999,4,True,638
772,31,972,3,True,336
972,253,395,2,True,54
204,859,940,3,True,266
20,636,999,4,True,832
156,244,999,3,True,535
129,484,995,3,True,469
685,117,763,3,True,147
577,970,999,4,True,726
223,476,999,4,True,777
716,262,967,3,True,303
785,377,63,1,True,8
171,620,999,3,True,587
621,986,999,4,True,698
765,735,969,3,True,325
117,796,322,2,True,41
838,167,999,4,True,821
987,318,999,4,True,704
110,592,999,4,True,930
26,951,988,3,True,400
319,589,999,4,True,990
693,929,809,3,True,169
981,384,982,3,True,358
406,964,928,3,True,253
732,203,994,3,True,440
77,606,994,3,True,376
707,850,999,4,True,977
642,248,999,4,True,671
104,713,999,3,True,565
791,308,914,3,True,251
870,700,999,3,True,561
614,824,999,4,True,740
123,815,313,2,True,42
579,801,549,2,True,85
42,355,999,4,True,960
545,438,999,4,True,721
677,379,999,4,True,608
70,518,913,3,True,231
663,349,106,2,True,13
12,869,494,2,True,72
430,842,998,3,True,547
501,108,999,4,True,874
443,983,999,4,True,929
370,650,989,3,True,372
912,848,999,4,True,806
470,724,999,3,True,621
156,445,999,4,True,960
180,751,999,4,True,806
534,988,595,2,True,98
666,276,999,4,True,836
630,827,71,1,True,9
941,551,984,3,True,371
793,495,999,3,True,612
476,446,917,3,True,234
845,748,999,4,True,740
606,274,887,3,True,222
330,872,947,3,True,285
251,850,999,4,True,674
957,88,999,4,True,767
285,902,971,3,True,327
461,249,906,3,True,237
768,475,999,4,True,658
583,624,998,3,True,582
684,388,993,3,True,469
344,29,996,3,True,461
506,871,999,4,True,854
332,186,999,4,True,747
499,217,999,4,True,798
363,816,491,2,True,75
264,348,999,4,True,823
286,901,994,3,True,439
610,718,999,4,True,691
901,282,999,4,True,909
569,10,999,4,True,862
529,970,998,3,True,529
195,87,841,3,True,190
247,737,999,4,True,836
416,500,985,3,True,352
568,776,998,3,True,587
246,707,889,3,True,221
487,661,999,4,True,799
728,502,999,4,True,970
458,811,999,4,True,792
17,95,957,3,True,283
301,226,999,4,True,707
414,708,843,3,True,184
249,313,999,4,True,610
679,595,999,4,True,755
