initiator_id,resource_id,messages,hops,success,nodes_reached
6,0,8,1,True,3
0,1,0,0,True,1
3,3,0,0,True,1
8,9,9,1,True,6
0,8,9,2,True,10
3,8,9,2,True,10
6,3,9,2,True,7
7,9,9,1,True,6
4,0,7,1,True,3
2,6,9,2,True,8
5,4,9,1,True,4
2,3,9,2,True,7
5,1,9,2,True,10
1,6,0,0,True,1
1,5,9,2,True,8
5,9,9,2,True,9
4,0,7,1,True,3
7,8,8,1,True,3
1,6,0,0,True,1
1,8,0,0,True,1
4,9,9,2,True,9
5,9,9,2,True,9
3,1,5,1,True,2
0,3,6,1,True,3
4,1,5,1,True,2
3,1,5,1,True,2
6,4,9,2,True,7
7,5,9,1,True,4
2,5,0,0,True,1
5,3,9,1,True,4
4,1,5,1,True,2
9,2,9,2,True,7
8,3,5,1,True,2
2,7,9,2,True,9
6,4,9,2,True,7
8,3,5,1,True,2
5,0,5,1,True,2
3,0,9,2,True,10
5,6,5,1,True,2
4,1,5,1,True,2
3,9,9,1,True,6
5,3,9,1,True,4
7,6,8,1,True,3
7,2,9,2,True,8
4,2,0,0,True,1
3,8,9,2,True,10
8,4,5,1,True,2
9,6,5,1,True,2
9,6,5,1,True,2
5,3,9,1,True,4
2,8,9,2,True,8
7,1,5,1,True,2
0,1,0,0,True,1
2,2,6,1,True,3
6,9,9,1,True,6
1,6,0,0,True,1
6,9,9,1,True,6
7,8,8,1,True,3
4,8,7,1,True,3
0,1,0,0,True,1
8,4,5,1,True,2
5,1,9,2,True,10
4,6,7,1,True,3
2,7,9,2,True,9
0,4,6,1,True,3
8,2,9,2,True,8
8,1,9,2,True,7
4,8,7,1,True,3
9,3,7,1,True,3
2,5,0,0,True,1
2,8,9,2,True,8
8,0,9,2,True,9
9,5,9,2,True,10
7,0,8,1,True,3
1,5,9,2,True,8
4,3,8,1,True,5
0,3,6,1,True,3
9,1,9,2,True,9
1,7,9,2,True,10
1,8,0,0,True,1
2,2,6,1,True,3
7,8,8,1,True,3
2,4,9,2,True,7
8,9,9,1,True,6
6,3,9,2,True,7
8,3,5,1,True,2
4,6,7,1,True,3
5,7,9,1,True,6
8,7,0,0,True,1
1,3,9,2,True,9
3,1,5,1,True,2
5,0,5,1,True,2
9,8,5,1,True,2
3,9,9,1,True,6
3,0,9,2,True,10
1,0,0,0,True,1
3,1,5,1,True,2
0,5,5,1,True,2
1,8,0,0,True,1
3,4,0,0,True,1
