initiator_id,resource_id,messages,hops,success,nodes_reached
59,48,34,2,True,11
34,81,99,4,True,93
88,71,54,2,True,19
28,87,99,4,True,98
41,98,98,3,True,72
99,7,99,4,True,69
29,4,53,2,True,18
40,51,99,4,True,88
34,8,29,2,True,9
27,72,73,3,True,31
91,40,99,4,True,85
27,83,99,4,True,86
63,50,71,3,True,29
82,58,82,3,True,34
18,33,99,4,True,90
17,31,19,1,True,6
95,71,30,2,True,9
68,33,25,2,True,8
95,74,99,4,True,79
54,74,57,3,True,21
51,46,65,2,True,22
28,17,46,2,True,17
65,63,49,2,True,14
11,96,5,1,True,2
6,14,98,3,True,60
19,80,71,3,True,27
20,87,26,2,True,9
54,76,88,3,True,46
8,49,93,3,True,49
48,76,33,2,True,10
59,67,28,2,True,9
32,70,5,1,True,2
1,87,94,3,True,50
92,14,99,4,True,70
87,68,99,4,True,91
96,34,93,3,True,50
98,82,95,3,True,56
43,14,94,3,True,46
37,55,21,1,True,6
20,58,99,4,True,67
0,92,24,2,True,7
92,33,99,4,True,70
64,97,98,4,True,68
22,64,84,3,True,33
13,80,55,2,True,20
38,81,98,4,True,67
64,77,97,3,True,63
25,19,64,2,True,23
47,97,77,3,True,30
20,69,20,2,True,7
99,67,51,2,True,17
0,76,98,3,True,72
41,62,99,4,True,92
2,14,99,4,True,94
46,39,98,3,True,67
30,7,94,3,True,53
30,72,74,2,True,25
10,10,96,3,True,62
93,62,9,1,True,3
8,97,99,4,True,81
68,98,99,4,True,70
16,16,94,3,True,49
84,60,99,4,True,95
70,21,99,4,True,88
33,67,86,3,True,38
77,54,22,2,True,7
27,69,98,4,True,69
96,93,70,3,True,26
88,25,30,2,True,10
91,39,95,3,True,55
51,85,80,3,True,31
83,47,92,3,True,51
56,66,96,3,True,58
57,15,99,4,True,89
31,28,99,4,True,80
8,43,99,4,True,76
2,75,98,3,True,58
70,29,75,3,True,32
75,28,99,4,True,80
0,9,62,2,True,20
90,80,87,3,True,43
7,29,40,2,True,12
8,4,73,3,True,26
42,9,94,3,True,48
65,30,75,3,True,29
35,85,99,4,True,77
62,27,99,4,True,78
69,16,39,2,True,12
92,73,99,4,True,77
73,60,75,3,True,30
31,60,99,3,True,69
52,24,93,3,True,53
12,12,42,2,True,14
84,55,99,4,True,78
45,54,96,3,True,53
52,59,99,4,True,97
93,6,34,2,True,10
86,83,99,5,True,99
82,12,99,4,True,93
7,51,75,3,True,27
