initiator_id,resource_id,messages,hops,success,nodes_reached
236,1824,11,0,False,11
153,12149,12,0,False,12
154,4012,10,0,False,10
73,2286,10,0,False,10
34,1679,11,0,False,11
79,12135,9,0,False,9
25,8935,13,0,False,13
144,9674,11,0,False,11
0,520,8,0,False,8
232,1535,9,0,False,9
254,3811,10,0,False,10
87,9863,11,0,False,11
178,9195,11,0,False,11
185,11731,11,0,False,11
151,11490,11,0,False,11
224,6873,11,0,False,11
27,7359,10,0,False,10
182,4557,12,0,False,12
205,14242,11,0,False,11
106,12432,13,0,False,13
146,2615,10,0,False,10
174,6924,10,0,False,10
198,4552,9,0,False,9
243,3527,10,0,False,10
221,5514,10,0,False,10
138,1519,10,0,False,10
80,1584,10,0,False,10
249,13885,10,0,False,10
3,9891,10,0,False,10
237,13223,10,0,False,10
199,11955,11,0,False,11
103,8785,10,0,False,10
253,6201,10,0,False,10
11,9044,11,0,False,11
195,13588,11,0,False,11
59,10133,11,0,False,11
171,14118,10,0,False,10
37,9459,11,0,False,11
78,11543,11,0,False,11
115,750,11,0,False,11
82,3733,10,0,False,10
121,4741,13,0,False,13
27,14013,10,0,False,10
230,14196,10,0,False,10
118,6227,9,0,False,9
202,7428,11,0,False,11
175,13666,11,0,False,11
89,2664,10,0,False,10
177,5820,9,0,False,9
104,10980,10,0,False,10
22,11498,13,0,False,13
191,10617,10,0,False,10
145,9980,11,0,False,11
163,2803,10,0,False,10
47,11946,9,0,False,9
170,2677,12,0,False,12
149,6216,12,0,False,12
70,10485,11,0,False,11
10,9125,11,0,False,11
14,11216,12,0,False,12
193,13809,10,0,False,10
44,12713,9,0,False,9
148,3752,11,0,False,11
152,525,10,0,False,10
133,5168,11,0,False,11
172,4386,10,0,False,10
60,3456,12,0,False,12
112,9292,11,0,False,11
22,11762,11,0,False,11
35,3483,11,0,False,11
242,8179,8,0,False,8
82,14494,11,0,False,11
135,10532,10,0,False,10
93,2340,12,0,False,12
243,2287,10,0,False,10
200,12205,10,0,False,10
237,8830,10,0,False,10
208,12239,10,0,False,10
105,7019,8,0,False,8
117,9560,10,0,False,10
143,5930,10,0,False,10
9,2266,11,0,False,11
156,8085,9,0,False,9
209,12382,10,0,False,10
3,14108,10,0,False,10
4,2504,11,0,False,11
40,2621,9,0,False,9
177,11149,11,0,False,11
4,9771,10,0,False,10
16,6304,11,0,False,11
108,9763,10,0,False,10
244,8669,10,0,False,10
23,9064,12,0,False,12
23,188,11,0,False,11
137,11808,11,0,False,11
84,11169,12,0,False,12
160,8797,13,0,False,13
14,4371,10,0,False,10
48,10501,10,0,False,10
197,1827,11,0,False,11
