initiator_id,resource_id,messages,hops,success,nodes_reached
142,114,13,0,False,13
25,759,12,0,False,12
25,250,11,0,False,11
228,142,11,0,False,11
242,104,11,0,False,11
180,758,9,0,False,9
145,558,12,0,False,12
89,604,8,0,False,8
176,32,10,0,False,10
30,95,9,0,False,9
223,238,10,0,False,10
5,616,11,0,False,11
27,574,9,0,False,9
203,733,9,0,False,9
153,718,10,0,False,10
46,429,9,0,False,9
225,459,10,0,False,10
91,284,9,0,False,9
60,890,9,0,False,9
6,777,9,0,False,9
57,163,11,0,False,11
202,432,12,0,False,12
92,284,9,0,False,9
159,220,9,0,False,9
212,781,12,0,False,12
88,104,10,0,False,10
94,389,12,0,False,12
99,367,9,0,False,9
99,352,8,0,False,8
106,270,10,0,False,10
58,44,9,0,False,9
235,470,11,0,False,11
37,127,11,0,False,11
228,944,10,0,False,10
131,80,11,0,False,11
53,300,10,0,False,10
81,643,11,0,False,11
121,906,12,0,False,12
114,370,8,0,False,8
79,196,10,0,False,10
209,71,10,0,False,10
46,677,10,0,False,10
233,791,13,0,False,13
40,81,12,0,False,12
107,238,9,0,False,9
119,103,9,0,False,9
133,284,11,0,False,11
208,650,11,0,False,11
86,373,9,0,False,9
166,379,12,0,False,12
107,214,12,0,False,12
174,273,12,0,False,12
206,959,11,0,False,11
187,663,10,0,False,10
73,623,9,0,False,9
138,175,9,0,False,9
34,746,10,0,False,10
250,167,11,0,False,11
217,388,11,0,False,11
20,947,10,0,False,10
143,704,10,0,False,10
58,224,12,0,False,12
189,332,12,0,False,12
95,786,10,0,False,10
26,57,9,0,False,9
234,841,10,0,False,10
32,824,9,0,False,9
67,410,12,0,False,12
18,67,10,0,False,10
216,935,12,0,False,12
197,580,9,0,False,9
129,735,11,0,False,11
66,217,11,0,False,11
159,511,10,0,False,10
149,905,10,0,False,10
168,658,11,0,False,11
213,146,9,0,False,9
15,142,9,0,False,9
252,762,8,0,False,8
62,551,10,0,False,10
13,764,12,0,False,12
86,438,11,0,False,11
151,597,10,0,False,10
152,370,12,0,False,12
224,141,11,0,False,11
9,505,12,0,False,12
93,773,10,0,False,10
48,881,9,0,False,9
112,156,12,0,False,12
130,163,9,0,False,9
43,696,10,0,False,10
176,610,11,0,False,11
65,394,11,0,False,11
134,610,11,0,False,11
223,541,10,0,False,10
1,994,11,0,False,11
54,881,9,0,False,9
197,11,11,0,False,11
184,738,11,0,False,11
117,698,11,0,False,11
