initiator_id,resource_id,messages,hops,success,nodes_reached
912,204,6,6,True,6
2253,2006,6,6,True,6
1828,1143,4,4,True,4
839,4467,5,5,True,5
712,4837,4,4,True,4
3456,260,4,4,True,4
244,767,2,2,True,2
1791,1905,4,4,True,4
4139,4931,5,5,True,5
217,4597,5,5,True,5
1628,4464,6,6,True,6
3436,1805,4,4,True,4
3679,4827,3,3,True,3
2278,53,4,4,True,4
1307,3462,5,5,True,5
2787,2276,2,2,True,2
1273,1763,3,3,True,3
2757,837,3,3,True,3
759,3112,8,8,True,8
792,2940,4,4,True,4
2817,4945,3,3,True,3
2166,355,4,4,True,4
3763,4392,6,6,True,6
1022,3100,7,7,True,7
645,4522,6,6,True,6
2401,2962,5,5,True,5
4729,1575,6,6,True,6
569,375,5,5,True,5
1866,2370,4,4,True,4
653,1907,8,8,True,8
827,3113,5,5,True,5
2277,3714,5,5,True,5
2988,1332,6,6,True,6
3032,2910,2,2,True,2
1716,2187,7,7,True,7
584,4990,5,5,True,5
1401,4375,5,5,True,5
2005,1338,6,6,True,6
3786,3108,6,6,True,6
2211,4562,5,5,True,5
1799,2656,6,6,True,6
458,1876,6,6,True,6
262,2584,6,6,True,6
3286,2193,3,3,True,3
542,1728,6,6,True,6
4646,2577,5,5,True,5
1741,4089,5,5,True,5
3241,3758,2,2,True,2
1170,2169,6,6,True,6
1143,2020,4,4,True,4
4598,4415,3,3,True,3
2152,4788,7,7,True,7
3509,4780,5,5,True,5
3271,2965,5,5,True,5
1796,1133,5,5,True,5
4174,4042,7,7,True,7
744,385,5,5,True,5
898,1252,6,6,True,6
1310,3458,5,5,True,5
4885,520,5,5,True,5
3152,3126,3,3,True,3
4881,3834,8,8,True,8
4334,2059,6,6,True,6
4532,94,6,6,True,6
938,4398,6,6,True,6
2185,2786,4,4,True,4
913,2404,7,7,True,7
3561,1295,5,5,True,5
3716,26,7,7,True,7
2157,4100,4,4,True,4
1463,4158,4,4,True,4
871,2444,6,6,True,6
4158,4988,3,3,True,3
1629,1252,5,5,True,5
3063,1323,8,8,True,8
4418,4344,5,5,True,5
4,4906,6,6,True,6
2655,4002,8,8,True,8
159,916,3,3,True,3
2973,2519,3,3,True,3
1961,474,5,5,True,5
1973,4647,4,4,True,4
645,701,3,3,True,3
3981,566,7,7,True,7
4363,1030,5,5,True,5
1051,3893,6,6,True,6
4503,1352,7,7,True,7
2171,4322,4,4,True,4
4969,3466,7,7,True,7
1735,4417,5,5,True,5
1647,2553,7,7,True,7
3268,3059,6,6,True,6
3588,4239,4,4,True,4
3698,991,7,7,True,7
2030,1840,5,5,True,5
524,2769,6,6,True,6
172,4819,7,7,True,7
4537,1885,7,7,True,7
4820,1804,7,7,True,7
58,581,6,6,True,6
