initiator_id,resource_id,messages,hops,success,nodes_reached
327,57,6,6,True,6
12,379,5,5,True,5
140,125,4,4,True,4
114,71,3,3,True,3
377,52,4,4,True,4
346,379,1,1,True,1
456,279,5,5,True,5
44,302,1,1,True,1
216,16,3,3,True,3
15,47,1,1,True,1
111,119,2,2,True,2
258,308,3,3,True,3
13,287,2,2,True,2
101,366,2,2,True,2
332,359,2,2,True,2
279,214,3,3,True,3
112,229,3,3,True,3
301,142,3,3,True,3
414,445,2,2,True,2
3,388,3,3,True,3
412,81,5,5,True,5
357,216,6,6,True,6
174,142,1,1,True,1
79,110,1,1,True,1
490,390,4,4,True,4
172,52,3,3,True,3
47,194,5,5,True,5
49,183,2,2,True,2
433,176,1,1,True,1
309,135,4,4,True,4
413,22,3,3,True,3
373,235,5,5,True,5
274,63,4,4,True,4
498,472,2,2,True,2
193,40,4,4,True,4
282,150,4,4,True,4
424,321,4,4,True,4
316,453,5,5,True,5
441,185,1,1,True,1
295,98,3,3,True,3
360,35,3,3,True,3
23,338,3,3,True,3
116,395,6,6,True,6
148,40,5,5,True,5
437,119,3,3,True,3
443,51,3,3,True,3
194,142,3,3,True,3
232,325,5,5,True,5
427,186,2,2,True,2
83,189,5,5,True,5
181,107,5,5,True,5
343,136,6,6,True,6
359,479,4,4,True,4
349,331,2,2,True,2
36,311,2,2,True,2
325,87,2,2,True,2
273,373,3,3,True,3
125,83,3,3,True,3
236,194,3,3,True,3
138,473,3,3,True,3
327,352,2,2,True,2
285,112,5,5,True,5
350,166,6,6,True,6
431,393,2,2,True,2
397,28,3,3,True,3
117,420,5,5,True,5
16,412,4,4,True,4
161,205,4,4,True,4
137,33,3,3,True,3
108,467,6,6,True,6
482,290,2,2,True,2
448,367,4,4,True,4
161,108,4,4,True,4
335,255,4,4,True,4
202,452,3,3,True,3
468,329,4,4,True,4
234,73,2,2,True,2
135,71,2,2,True,2
126,381,2,2,True,2
287,275,2,2,True,2
134,382,6,6,True,6
299,219,5,5,True,5
459,298,3,3,True,3
204,185,4,4,True,4
112,70,3,3,True,3
260,252,6,6,True,6
46,386,5,5,True,5
24,440,3,3,True,3
56,78,4,4,True,4
321,81,2,2,True,2
405,348,3,3,True,3
216,305,5,5,True,5
32,197,4,4,True,4
195,305,5,5,True,5
239,270,4,4,True,4
128,497,4,4,True,4
283,440,2,2,True,2
482,5,5,5,True,5
348,369,3,3,True,3
58,349,4,4,True,4
